ID,User,Location,Motion,Humidity,Temperature,Time
660,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:23
661,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:23
662,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:23
663,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:24
664,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:24
665,Team 3,UC San Diego,1,60.00%,75.92°F,8/1/2023 21:24
666,Team 3,UC San Diego,1,60.00%,75.92°F,8/1/2023 21:24
667,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:24
668,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:24
669,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:24
670,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:24
671,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:24
672,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:24
673,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:25
674,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:25
675,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:25
676,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:25
677,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:25
678,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:25
679,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:25
680,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:25
681,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:25
682,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:25
683,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:25
684,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:25
685,Team 3,UC San Diego,0,61.00%,75.74°F,8/1/2023 21:26
686,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:26
687,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:26
688,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:26
689,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:26
690,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:26
691,Team 3,UC San Diego,1,60.00%,75.92°F,8/1/2023 21:26
692,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:26
693,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:26
694,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:26
695,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:27
696,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:27
697,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:27
698,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:27
699,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:27
700,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:27
701,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:27
702,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:27
703,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:27
704,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:27
705,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:27
706,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:27
707,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:28
708,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:28
709,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:28
710,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:28
711,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:28
712,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:28
713,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:28
714,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:28
715,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:28
716,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:28
717,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:28
718,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:28
719,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:28
720,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:29
721,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:29
722,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:29
723,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:29
724,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:29
725,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:29
726,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:29
727,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:30
728,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:30
729,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:30
730,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:30
731,Team 3,UC San Diego,1,60.00%,75.92°F,8/1/2023 21:30
732,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:30
733,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:30
734,Team 3,UC San Diego,1,60.00%,75.92°F,8/1/2023 21:30
735,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:30
736,Team 3,UC San Diego,1,60.00%,75.92°F,8/1/2023 21:30
737,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:30
738,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:30
739,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:31
740,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:31
741,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:31
742,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:31
743,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:31
744,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:31
745,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:32
746,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:32
747,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:32
748,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:32
749,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:32
750,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:32
751,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:32
752,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:32
753,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:32
754,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:32
755,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:32
756,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:32
757,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:32
758,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:33
759,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:33
760,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:33
761,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:33
762,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:33
763,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:33
764,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:33
765,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:33
766,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:33
767,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:33
768,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:33
769,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:34
770,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:34
771,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:34
772,Team 3,UC San Diego,1,60.00%,75.56°F,8/1/2023 21:34
773,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:34
774,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:34
775,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:34
776,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:34
777,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:34
778,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:34
779,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:34
780,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:34
781,Team 3,UC San Diego,0,60.00%,75.38°F,8/1/2023 21:35
782,Team 3,UC San Diego,0,60.00%,75.38°F,8/1/2023 21:35
783,Team 3,UC San Diego,0,60.00%,75.38°F,8/1/2023 21:35
784,Team 3,UC San Diego,0,60.00%,75.38°F,8/1/2023 21:35
785,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:35
786,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:35
787,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:35
788,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:35
789,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:35
790,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:35
791,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:35
792,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:35
793,Team 3,UC San Diego,1,61.00%,75.38°F,8/1/2023 21:35
794,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:36
795,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:36
796,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:36
797,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:36
798,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:36
799,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:36
800,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:36
801,Team 3,UC San Diego,0,61.00%,75.38°F,8/1/2023 21:36
802,Team 3,UC San Diego,0,60.00%,75.38°F,8/1/2023 21:36
803,Team 3,UC San Diego,0,60.00%,75.38°F,8/1/2023 21:36
804,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:36
805,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:36
806,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:37
807,Team 3,UC San Diego,1,60.00%,75.56°F,8/1/2023 21:37
808,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:37
809,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:37
810,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:37
811,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:37
812,Team 3,UC San Diego,1,60.00%,75.56°F,8/1/2023 21:37
813,Team 3,UC San Diego,1,60.00%,75.56°F,8/1/2023 21:37
814,Team 3,UC San Diego,0,60.00%,75.56°F,8/1/2023 21:37
815,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:37
816,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:37
817,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:38
818,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:39
819,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:39
820,Team 3,UC San Diego,1,60.00%,75.74°F,8/1/2023 21:39
821,Team 3,UC San Diego,0,60.00%,75.74°F,8/1/2023 21:40
822,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:40
823,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:40
824,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:40
825,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:40
826,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:40
827,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:40
828,Team 3,UC San Diego,0,60.00%,75.92°F,8/1/2023 21:40
829,Team 3,UC San Diego,1,60.00%,75.92°F,8/1/2023 21:40
830,Team 3,UC San Diego,0,60.00%,76.10°F,8/1/2023 21:40
831,Team 3,UC San Diego,0,60.00%,76.10°F,8/1/2023 21:40
832,Team 3,UC San Diego,1,60.00%,76.10°F,8/1/2023 21:40
833,Team 3,UC San Diego,1,60.00%,76.10°F,8/1/2023 21:40
834,Team 3,UC San Diego,0,60.00%,76.10°F,8/1/2023 21:41
835,Team 3,UC San Diego,0,60.00%,76.10°F,8/1/2023 21:41
836,Team 3,UC San Diego,0,60.00%,76.10°F,8/1/2023 21:41
837,Team 3,UC San Diego,0,60.00%,76.10°F,8/1/2023 21:41
838,Team 3,UC San Diego,0,59.00%,76.10°F,8/1/2023 21:41
839,Team 3,UC San Diego,0,59.00%,76.10°F,8/1/2023 21:41
840,Team 3,UC San Diego,0,59.00%,76.28°F,8/1/2023 21:41
841,Team 3,UC San Diego,0,59.00%,76.28°F,8/1/2023 21:41
842,Team 3,UC San Diego,0,59.00%,76.28°F,8/1/2023 21:41
843,Team 3,UC San Diego,0,59.00%,76.28°F,8/1/2023 21:41
844,Team 3,UC San Diego,0,58.00%,76.28°F,8/1/2023 21:42
845,Team 3,UC San Diego,0,58.00%,76.28°F,8/1/2023 21:42
846,Team 3,UC San Diego,0,58.00%,76.28°F,8/1/2023 21:42
847,Team 3,UC San Diego,0,58.00%,76.28°F,8/1/2023 21:42
848,Team 3,UC San Diego,0,58.00%,76.28°F,8/1/2023 21:42
849,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:42
850,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:42
851,Team 3,UC San Diego,1,58.00%,76.46°F,8/1/2023 21:42
852,Team 3,UC San Diego,1,58.00%,76.46°F,8/1/2023 21:42
853,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:42
854,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:42
855,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:42
856,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:42
857,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:43
858,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:43
859,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:43
860,Team 3,UC San Diego,1,58.00%,76.46°F,8/1/2023 21:43
861,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:43
862,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:43
863,Team 3,UC San Diego,1,58.00%,76.46°F,8/1/2023 21:43
864,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:43
865,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:43
866,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:43
867,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:43
868,Team 3,UC San Diego,1,58.00%,76.46°F,8/1/2023 21:43
869,Team 3,UC San Diego,1,58.00%,76.46°F,8/1/2023 21:44
870,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:44
871,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:44
872,Team 3,UC San Diego,1,58.00%,76.46°F,8/1/2023 21:44
873,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:44
874,Team 3,UC San Diego,1,58.00%,76.46°F,8/1/2023 21:44
875,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:44
876,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:44
877,Team 3,UC San Diego,0,58.00%,76.46°F,8/1/2023 21:44
878,Team 3,UC San Diego,1,58.00%,76.46°F,8/1/2023 21:44
879,Team 3,UC San Diego,1,58.00%,80.06°F,8/2/2023 0:23
880,Team 3,UC San Diego,0,58.00%,80.06°F,8/2/2023 0:23
881,Team 3,UC San Diego,0,58.00%,79.88°F,8/2/2023 0:24
882,Team 3,UC San Diego,1,58.00%,79.88°F,8/2/2023 0:24
883,Team 3,UC San Diego,1,59.00%,79.88°F,8/2/2023 0:24
884,Team 3,UC San Diego,1,60.00%,79.88°F,8/2/2023 0:24
885,Team 3,UC San Diego,0,61.00%,79.88°F,8/2/2023 0:24
886,Team 3,UC San Diego,1,62.00%,79.88°F,8/2/2023 0:24
887,Team 3,UC San Diego,0,62.00%,79.88°F,8/2/2023 0:24
888,Team 3,UC San Diego,0,59.00%,79.70°F,8/2/2023 0:26
889,Team 3,UC San Diego,1,59.00%,79.70°F,8/2/2023 0:26
890,Team 3,UC San Diego,1,59.00%,79.70°F,8/2/2023 0:26
891,Team 3,UC San Diego,0,60.00%,79.70°F,8/2/2023 0:26
892,Team 3,UC San Diego,1,60.00%,79.70°F,8/2/2023 0:27
893,Team 3,UC San Diego,1,58.00%,80.42°F,8/2/2023 0:31
894,Team 3,UC San Diego,0,58.00%,80.42°F,8/2/2023 0:31
895,Team 3,UC San Diego,1,58.00%,80.42°F,8/2/2023 0:31
896,Team 3,UC San Diego,1,58.00%,80.42°F,8/2/2023 0:31
897,Team 3,UC San Diego,0,58.00%,80.42°F,8/2/2023 0:31
898,Team 3,UC San Diego,1,58.00%,80.24°F,8/2/2023 0:32
899,Team 3,UC San Diego,1,57.00%,80.24°F,8/2/2023 0:32
900,Team 3,UC San Diego,1,57.00%,80.24°F,8/2/2023 0:32
901,Team 3,UC San Diego,1,57.00%,80.24°F,8/2/2023 0:32
902,Team 3,UC San Diego,0,57.00%,80.24°F,8/2/2023 0:32
903,Team 3,UC San Diego,1,57.00%,80.06°F,8/2/2023 0:32
904,Team 3,UC San Diego,1,58.00%,80.06°F,8/2/2023 0:32
905,Team 3,UC San Diego,1,58.00%,80.06°F,8/2/2023 0:33
906,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 0:35
907,Team 3,UC San Diego,0,57.00%,80.42°F,8/2/2023 0:37
908,Team 3,UC San Diego,0,57.00%,80.42°F,8/2/2023 0:38
909,Team 3,UC San Diego,1,57.00%,80.60°F,8/2/2023 0:39
910,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:39
911,Team 3,UC San Diego,0,57.00%,80.96°F,8/2/2023 0:39
912,Team 3,UC San Diego,1,57.00%,80.96°F,8/2/2023 0:39
913,Team 3,UC San Diego,1,57.00%,81.14°F,8/2/2023 0:39
914,Team 3,UC San Diego,0,56.00%,81.14°F,8/2/2023 0:39
915,Team 3,UC San Diego,1,56.00%,81.14°F,8/2/2023 0:39
916,Team 3,UC San Diego,1,56.00%,81.14°F,8/2/2023 0:39
917,Team 3,UC San Diego,1,56.00%,81.14°F,8/2/2023 0:40
918,Team 3,UC San Diego,1,56.00%,81.14°F,8/2/2023 0:40
919,Team 3,UC San Diego,0,56.00%,81.14°F,8/2/2023 0:40
920,Team 3,UC San Diego,1,57.00%,80.96°F,8/2/2023 0:40
921,Team 3,UC San Diego,1,57.00%,80.96°F,8/2/2023 0:40
922,Team 3,UC San Diego,1,57.00%,80.96°F,8/2/2023 0:40
923,Team 3,UC San Diego,0,57.00%,80.96°F,8/2/2023 0:40
924,Team 3,UC San Diego,1,57.00%,80.96°F,8/2/2023 0:40
925,Team 3,UC San Diego,1,58.00%,80.96°F,8/2/2023 0:40
926,Team 3,UC San Diego,1,58.00%,80.96°F,8/2/2023 0:40
927,Team 3,UC San Diego,0,59.00%,80.96°F,8/2/2023 0:40
928,Team 3,UC San Diego,0,59.00%,81.14°F,8/2/2023 0:40
929,Team 3,UC San Diego,0,59.00%,81.14°F,8/2/2023 0:41
930,Team 3,UC San Diego,1,58.00%,81.14°F,8/2/2023 0:41
931,Team 3,UC San Diego,0,58.00%,81.14°F,8/2/2023 0:41
932,Team 3,UC San Diego,1,58.00%,81.14°F,8/2/2023 0:41
933,Team 3,UC San Diego,1,58.00%,81.14°F,8/2/2023 0:41
934,Team 3,UC San Diego,0,58.00%,80.96°F,8/2/2023 0:41
935,Team 3,UC San Diego,1,60.00%,80.96°F,8/2/2023 0:41
936,Team 3,UC San Diego,1,60.00%,80.96°F,8/2/2023 0:41
937,Team 3,UC San Diego,1,60.00%,80.96°F,8/2/2023 0:41
938,Team 3,UC San Diego,1,59.00%,80.96°F,8/2/2023 0:41
939,Team 3,UC San Diego,1,59.00%,80.96°F,8/2/2023 0:41
940,Team 3,UC San Diego,0,58.00%,80.96°F,8/2/2023 0:41
941,Team 3,UC San Diego,1,58.00%,80.96°F,8/2/2023 0:42
942,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:42
943,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:42
944,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:42
945,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:42
946,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:42
947,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:42
948,Team 3,UC San Diego,0,57.00%,80.78°F,8/2/2023 0:42
949,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:42
950,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:42
951,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:42
952,Team 3,UC San Diego,0,57.00%,80.78°F,8/2/2023 0:42
953,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:43
954,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:43
955,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:43
956,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:43
957,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:43
958,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:43
959,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:43
960,Team 3,UC San Diego,1,58.00%,80.78°F,8/2/2023 0:43
961,Team 3,UC San Diego,1,58.00%,80.96°F,8/2/2023 0:43
962,Team 3,UC San Diego,1,59.00%,80.96°F,8/2/2023 0:43
963,Team 3,UC San Diego,0,59.00%,80.96°F,8/2/2023 0:43
964,Team 3,UC San Diego,1,60.00%,80.96°F,8/2/2023 0:43
965,Team 3,UC San Diego,1,61.00%,80.96°F,8/2/2023 0:44
966,Team 3,UC San Diego,1,61.00%,81.14°F,8/2/2023 0:44
967,Team 3,UC San Diego,1,61.00%,81.14°F,8/2/2023 0:44
968,Team 3,UC San Diego,1,61.00%,81.14°F,8/2/2023 0:44
969,Team 3,UC San Diego,0,61.00%,81.14°F,8/2/2023 0:44
970,Team 3,UC San Diego,1,68.00%,81.68°F,8/2/2023 0:44
971,Team 3,UC San Diego,1,74.00%,82.04°F,8/2/2023 0:44
972,Team 3,UC San Diego,1,80.00%,82.40°F,8/2/2023 0:44
973,Team 3,UC San Diego,0,85.00%,82.58°F,8/2/2023 0:44
974,Team 3,UC San Diego,0,85.00%,82.58°F,8/2/2023 0:44
975,Team 3,UC San Diego,1,83.00%,82.22°F,8/2/2023 0:44
976,Team 3,UC San Diego,0,81.00%,82.04°F,8/2/2023 0:44
977,Team 3,UC San Diego,1,79.00%,81.68°F,8/2/2023 0:44
978,Team 3,UC San Diego,1,76.00%,81.50°F,8/2/2023 0:45
979,Team 3,UC San Diego,1,73.00%,81.32°F,8/2/2023 0:45
980,Team 3,UC San Diego,1,70.00%,81.32°F,8/2/2023 0:45
981,Team 3,UC San Diego,1,68.00%,81.32°F,8/2/2023 0:45
982,Team 3,UC San Diego,1,65.00%,81.32°F,8/2/2023 0:45
983,Team 3,UC San Diego,0,63.00%,81.32°F,8/2/2023 0:45
984,Team 3,UC San Diego,1,60.00%,81.14°F,8/2/2023 0:45
985,Team 3,UC San Diego,0,60.00%,81.14°F,8/2/2023 0:45
986,Team 3,UC San Diego,0,59.00%,81.14°F,8/2/2023 0:46
987,Team 3,UC San Diego,1,58.00%,81.14°F,8/2/2023 0:46
988,Team 3,UC San Diego,1,58.00%,81.14°F,8/2/2023 0:47
989,Team 3,UC San Diego,1,57.00%,80.96°F,8/2/2023 0:47
990,Team 3,UC San Diego,1,57.00%,80.96°F,8/2/2023 0:47
991,Team 3,UC San Diego,1,57.00%,80.96°F,8/2/2023 0:47
992,Team 3,UC San Diego,1,57.00%,80.96°F,8/2/2023 0:47
993,Team 3,UC San Diego,1,57.00%,80.96°F,8/2/2023 0:47
994,Team 3,UC San Diego,1,57.00%,80.96°F,8/2/2023 0:47
995,Team 3,UC San Diego,1,56.00%,80.96°F,8/2/2023 0:47
996,Team 3,UC San Diego,1,56.00%,80.96°F,8/2/2023 0:47
997,Team 3,UC San Diego,1,56.00%,80.96°F,8/2/2023 0:48
998,Team 3,UC San Diego,1,56.00%,80.96°F,8/2/2023 0:48
999,Team 3,UC San Diego,1,56.00%,80.96°F,8/2/2023 0:48
1000,Team 3,UC San Diego,1,56.00%,80.96°F,8/2/2023 0:48
1001,Team 3,UC San Diego,1,56.00%,80.96°F,8/2/2023 0:48
1002,Team 3,UC San Diego,0,57.00%,80.96°F,8/2/2023 0:48
1003,Team 3,UC San Diego,0,57.00%,80.96°F,8/2/2023 0:48
1004,Team 3,UC San Diego,0,56.00%,80.96°F,8/2/2023 0:48
1005,Team 3,UC San Diego,0,56.00%,80.96°F,8/2/2023 0:48
1006,Team 3,UC San Diego,0,56.00%,80.96°F,8/2/2023 0:48
1007,Team 3,UC San Diego,0,56.00%,80.96°F,8/2/2023 0:48
1008,Team 3,UC San Diego,0,56.00%,80.96°F,8/2/2023 0:48
1009,Team 3,UC San Diego,0,56.00%,80.96°F,8/2/2023 0:49
1010,Team 3,UC San Diego,0,56.00%,80.78°F,8/2/2023 0:49
1011,Team 3,UC San Diego,0,56.00%,80.78°F,8/2/2023 0:49
1012,Team 3,UC San Diego,0,56.00%,80.78°F,8/2/2023 0:49
1013,Team 3,UC San Diego,0,56.00%,80.78°F,8/2/2023 0:49
1014,Team 3,UC San Diego,0,56.00%,80.78°F,8/2/2023 0:49
1015,Team 3,UC San Diego,0,56.00%,80.78°F,8/2/2023 0:49
1016,Team 3,UC San Diego,0,56.00%,80.78°F,8/2/2023 0:49
1017,Team 3,UC San Diego,1,56.00%,80.78°F,8/2/2023 0:49
1018,Team 3,UC San Diego,1,56.00%,80.78°F,8/2/2023 0:49
1019,Team 3,UC San Diego,1,56.00%,80.78°F,8/2/2023 0:49
1020,Team 3,UC San Diego,1,56.00%,80.78°F,8/2/2023 0:49
1021,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:49
1022,Team 3,UC San Diego,0,57.00%,80.78°F,8/2/2023 0:50
1023,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:50
1024,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:50
1025,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:50
1026,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:50
