ID,User,Location,Motion,Humidity,Temperature,Time
1027,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:50
1028,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:50
1029,Team 3,UC San Diego,0,58.00%,80.78°F,8/2/2023 0:50
1030,Team 3,UC San Diego,0,58.00%,80.78°F,8/2/2023 0:50
1031,Team 3,UC San Diego,0,58.00%,80.78°F,8/2/2023 0:50
1032,Team 3,UC San Diego,0,58.00%,80.78°F,8/2/2023 0:50
1033,Team 3,UC San Diego,0,57.00%,80.78°F,8/2/2023 0:50
1034,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:50
1035,Team 3,UC San Diego,0,57.00%,80.78°F,8/2/2023 0:51
1036,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:51
1037,Team 3,UC San Diego,0,57.00%,80.78°F,8/2/2023 0:51
1038,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:51
1039,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:52
1040,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:52
1041,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:52
1042,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:53
1043,Team 3,UC San Diego,0,57.00%,80.96°F,8/2/2023 0:53
1044,Team 3,UC San Diego,0,57.00%,80.96°F,8/2/2023 0:53
1045,Team 3,UC San Diego,0,57.00%,80.96°F,8/2/2023 0:53
1046,Team 3,UC San Diego,0,57.00%,80.96°F,8/2/2023 0:53
1047,Team 3,UC San Diego,1,56.00%,80.96°F,8/2/2023 0:54
1048,Team 3,UC San Diego,1,56.00%,80.96°F,8/2/2023 0:54
1049,Team 3,UC San Diego,0,57.00%,80.78°F,8/2/2023 0:55
1050,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 0:55
1051,Team 3,UC San Diego,1,58.00%,80.78°F,8/2/2023 0:56
1052,Team 3,UC San Diego,1,58.00%,80.78°F,8/2/2023 0:57
1053,Team 3,UC San Diego,1,58.00%,80.60°F,8/2/2023 0:58
1054,Team 3,UC San Diego,1,58.00%,80.60°F,8/2/2023 0:58
1055,Team 3,UC San Diego,1,58.00%,80.60°F,8/2/2023 0:58
1056,Team 3,UC San Diego,0,58.00%,80.60°F,8/2/2023 0:58
1057,Team 3,UC San Diego,1,59.00%,80.42°F,8/2/2023 1:01
1058,Team 3,UC San Diego,1,59.00%,80.42°F,8/2/2023 1:01
1059,Team 3,UC San Diego,1,59.00%,80.42°F,8/2/2023 1:01
1060,Team 3,UC San Diego,1,59.00%,80.42°F,8/2/2023 1:01
1061,Team 3,UC San Diego,1,58.00%,80.42°F,8/2/2023 1:01
1062,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:01
1063,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:01
1064,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:01
1065,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:01
1066,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:01
1067,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:01
1068,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:01
1069,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:02
1070,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:02
1071,Team 3,UC San Diego,0,57.00%,80.42°F,8/2/2023 1:02
1072,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:02
1073,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:02
1074,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:02
1075,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:02
1076,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:02
1077,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:02
1078,Team 3,UC San Diego,0,57.00%,80.42°F,8/2/2023 1:02
1079,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:02
1080,Team 3,UC San Diego,1,57.00%,80.60°F,8/2/2023 1:02
1081,Team 3,UC San Diego,1,57.00%,80.60°F,8/2/2023 1:03
1082,Team 3,UC San Diego,1,57.00%,80.42°F,8/2/2023 1:03
1083,Team 3,UC San Diego,1,57.00%,80.60°F,8/2/2023 1:03
1084,Team 3,UC San Diego,1,58.00%,80.60°F,8/2/2023 1:03
1085,Team 3,UC San Diego,1,58.00%,80.60°F,8/2/2023 1:03
1086,Team 3,UC San Diego,1,58.00%,80.60°F,8/2/2023 1:03
1087,Team 3,UC San Diego,1,58.00%,80.60°F,8/2/2023 1:03
1088,Team 3,UC San Diego,0,58.00%,80.60°F,8/2/2023 1:03
1089,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 1:03
1090,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 1:03
1091,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 1:03
1092,Team 3,UC San Diego,0,57.00%,80.78°F,8/2/2023 1:03
1093,Team 3,UC San Diego,1,57.00%,80.78°F,8/2/2023 1:04
1094,Team 3,UC San Diego,0,57.00%,80.96°F,8/2/2023 1:04
1095,Team 3,UC San Diego,0,57.00%,80.96°F,8/2/2023 1:04
1096,Team 3,UC San Diego,0,57.00%,80.96°F,8/2/2023 1:04
1097,Team 3,UC San Diego,0,56.00%,80.96°F,8/2/2023 1:04
1098,Team 3,UC San Diego,1,56.00%,80.96°F,8/2/2023 1:04
1099,Team 3,UC San Diego,0,56.00%,81.14°F,8/2/2023 1:04
1100,Team 3,UC San Diego,1,56.00%,81.14°F,8/2/2023 1:04
1101,Team 3,UC San Diego,1,56.00%,81.14°F,8/2/2023 1:04
1102,Team 3,UC San Diego,1,56.00%,81.14°F,8/2/2023 1:04
1103,Team 3,UC San Diego,0,56.00%,81.14°F,8/2/2023 1:05
1104,Team 3,UC San Diego,1,56.00%,81.14°F,8/2/2023 1:05
1105,Team 3,UC San Diego,1,56.00%,81.14°F,8/2/2023 1:05
1106,Team 3,UC San Diego,0,56.00%,81.14°F,8/2/2023 1:05
1107,Team 3,UC San Diego,1,56.00%,81.32°F,8/2/2023 1:06
1108,Team 3,UC San Diego,0,56.00%,81.32°F,8/2/2023 1:06
1109,Team 3,UC San Diego,1,56.00%,81.32°F,8/2/2023 1:07
1110,Team 3,UC San Diego,1,56.00%,81.32°F,8/2/2023 1:07
1111,Team 3,UC San Diego,1,56.00%,81.32°F,8/2/2023 1:07
1112,Team 3,UC San Diego,1,56.00%,81.32°F,8/2/2023 1:09
1113,Team 3,UC San Diego,0,57.00%,81.32°F,8/2/2023 1:09
1114,Team 3,UC San Diego,0,57.00%,81.32°F,8/2/2023 1:09
1115,Team 3,UC San Diego,0,57.00%,81.32°F,8/2/2023 1:10
1116,Team 3,UC San Diego,0,57.00%,81.32°F,8/2/2023 1:11
1117,Team 3,UC San Diego,0,57.00%,81.32°F,8/2/2023 1:11
1118,Team 3,UC San Diego,0,56.00%,81.32°F,8/2/2023 1:12
1119,Team 3,UC San Diego,0,56.00%,81.32°F,8/2/2023 1:12
1120,Team 3,UC San Diego,0,56.00%,81.32°F,8/2/2023 1:12
1121,Team 3,UC San Diego,0,57.00%,81.32°F,8/2/2023 1:13
1122,Team 3,UC San Diego,0,57.00%,81.14°F,8/2/2023 1:15
1123,Team 3,UC San Diego,0,57.00%,81.14°F,8/2/2023 1:15
1124,Team 3,UC San Diego,0,57.00%,81.14°F,8/2/2023 1:15
1125,Team 3,UC San Diego,0,57.00%,81.14°F,8/2/2023 1:16
1126,Team 3,UC San Diego,0,57.00%,81.14°F,8/2/2023 1:16
1127,Team 3,UC San Diego,0,57.00%,81.14°F,8/2/2023 1:16
1128,Team 3,UC San Diego,0,57.00%,81.14°F,8/2/2023 1:16
1129,Team 3,UC San Diego,1,57.00%,81.14°F,8/2/2023 1:17
1130,Team 3,UC San Diego,1,57.00%,81.14°F,8/2/2023 1:17
1131,Team 3,UC San Diego,1,57.00%,81.14°F,8/2/2023 1:18
1132,Team 3,UC San Diego,0,57.00%,81.32°F,8/2/2023 1:18
1133,Team 3,UC San Diego,1,57.00%,81.32°F,8/2/2023 1:18
1134,Team 3,UC San Diego,1,57.00%,81.32°F,8/2/2023 1:18
1135,Team 3,UC San Diego,1,57.00%,81.50°F,8/2/2023 1:18
1136,Team 3,UC San Diego,0,56.00%,81.50°F,8/2/2023 1:19
1137,Team 3,UC San Diego,0,56.00%,81.50°F,8/2/2023 1:19
1138,Team 3,UC San Diego,1,56.00%,81.50°F,8/2/2023 1:19
1139,Team 3,UC San Diego,1,56.00%,81.50°F,8/2/2023 1:19
1140,Team 3,UC San Diego,1,56.00%,81.50°F,8/2/2023 1:19
1141,Team 3,UC San Diego,1,56.00%,81.50°F,8/2/2023 1:19
1142,Team 3,UC San Diego,1,56.00%,81.50°F,8/2/2023 1:19
1143,Team 3,UC San Diego,0,56.00%,81.50°F,8/2/2023 1:19
1144,Team 3,UC San Diego,0,57.00%,81.50°F,8/2/2023 1:20
1145,Team 3,UC San Diego,0,57.00%,81.50°F,8/2/2023 1:20
1146,Team 3,UC San Diego,1,57.00%,81.50°F,8/2/2023 1:20
1147,Team 3,UC San Diego,0,57.00%,81.50°F,8/2/2023 1:20
1148,Team 3,UC San Diego,0,57.00%,81.50°F,8/2/2023 1:20
1149,Team 3,UC San Diego,0,57.00%,81.50°F,8/2/2023 1:20
1150,Team 3,UC San Diego,0,56.00%,81.50°F,8/2/2023 1:20
1151,Team 3,UC San Diego,0,56.00%,81.50°F,8/2/2023 1:20
1152,Team 3,UC San Diego,0,56.00%,81.50°F,8/2/2023 1:20
1153,Team 3,UC San Diego,0,56.00%,81.68°F,8/2/2023 1:20
1154,Team 3,UC San Diego,0,56.00%,81.68°F,8/2/2023 1:20
1155,Team 3,UC San Diego,0,56.00%,81.68°F,8/2/2023 1:20
1156,Team 3,UC San Diego,0,56.00%,81.68°F,8/2/2023 1:21
1157,Team 3,UC San Diego,0,56.00%,81.68°F,8/2/2023 1:21
1158,Team 3,UC San Diego,0,56.00%,81.68°F,8/2/2023 1:21
1159,Team 3,UC San Diego,0,56.00%,81.68°F,8/2/2023 1:21
1160,Team 3,UC San Diego,0,56.00%,81.68°F,8/2/2023 1:21
1161,Team 3,UC San Diego,1,56.00%,81.68°F,8/2/2023 1:21
1162,Team 3,UC San Diego,1,56.00%,81.68°F,8/2/2023 1:21
1163,Team 3,UC San Diego,0,56.00%,81.68°F,8/2/2023 1:21
1164,Team 3,UC San Diego,1,56.00%,81.68°F,8/2/2023 1:21
1165,Team 3,UC San Diego,0,56.00%,82.76°F,8/2/2023 1:27
1166,Team 3,UC San Diego,0,55.00%,82.94°F,8/2/2023 1:28
1167,Team 3,UC San Diego,0,55.00%,82.94°F,8/2/2023 1:29
1168,Team 3,UC San Diego,1,55.00%,82.94°F,8/2/2023 1:29
1169,Team 3,UC San Diego,1,55.00%,82.94°F,8/2/2023 1:29
1170,Team 3,UC San Diego,0,55.00%,82.94°F,8/2/2023 1:29
1171,Team 3,UC San Diego,0,55.00%,82.94°F,8/2/2023 1:29
1172,Team 3,UC San Diego,0,55.00%,83.12°F,8/2/2023 1:29
1173,Team 3,UC San Diego,1,55.00%,83.12°F,8/2/2023 1:29
1174,Team 3,UC San Diego,0,55.00%,83.12°F,8/2/2023 1:29
1175,Team 3,UC San Diego,1,55.00%,83.12°F,8/2/2023 1:29
1176,Team 3,UC San Diego,0,55.00%,82.94°F,8/2/2023 1:29
1177,Team 3,UC San Diego,0,54.00%,82.94°F,8/2/2023 1:29
1178,Team 3,UC San Diego,0,54.00%,82.94°F,8/2/2023 1:29
1179,Team 3,UC San Diego,0,54.00%,82.94°F,8/2/2023 1:29
1180,Team 3,UC San Diego,0,54.00%,82.94°F,8/2/2023 1:30
1181,Team 3,UC San Diego,1,55.00%,82.94°F,8/2/2023 1:30
1182,Team 3,UC San Diego,0,55.00%,82.76°F,8/2/2023 1:30
1183,Team 3,UC San Diego,0,55.00%,82.76°F,8/2/2023 1:30
1184,Team 3,UC San Diego,0,55.00%,82.76°F,8/2/2023 1:30
1185,Team 3,UC San Diego,0,55.00%,82.76°F,8/2/2023 1:30
1186,Team 3,UC San Diego,0,55.00%,82.76°F,8/2/2023 1:30
1187,Team 3,UC San Diego,0,55.00%,82.76°F,8/2/2023 1:30
1188,Team 3,UC San Diego,0,55.00%,82.76°F,8/2/2023 1:30
1189,Team 3,UC San Diego,0,55.00%,82.76°F,8/2/2023 1:30
1190,Team 3,UC San Diego,0,55.00%,82.58°F,8/2/2023 1:30
1191,Team 3,UC San Diego,0,55.00%,82.58°F,8/2/2023 1:30
1192,Team 3,UC San Diego,0,55.00%,82.58°F,8/2/2023 1:31
1193,Team 3,UC San Diego,0,55.00%,82.58°F,8/2/2023 1:31
1194,Team 3,UC San Diego,0,55.00%,82.58°F,8/2/2023 1:31
1195,Team 3,UC San Diego,1,55.00%,82.58°F,8/2/2023 1:31
1196,Team 3,UC San Diego,0,55.00%,82.58°F,8/2/2023 1:31
1197,Team 3,UC San Diego,0,55.00%,82.40°F,8/2/2023 1:31
1198,Team 3,UC San Diego,0,55.00%,82.40°F,8/2/2023 1:31
1199,Team 3,UC San Diego,0,55.00%,82.40°F,8/2/2023 1:31
1200,Team 3,UC San Diego,0,55.00%,82.40°F,8/2/2023 1:31
1201,Team 3,UC San Diego,0,55.00%,82.40°F,8/2/2023 1:31
1202,Team 3,UC San Diego,0,55.00%,82.40°F,8/2/2023 1:32
1203,Team 3,UC San Diego,0,55.00%,82.40°F,8/2/2023 1:32
1204,Team 3,UC San Diego,0,55.00%,82.22°F,8/2/2023 1:32
1205,Team 3,UC San Diego,1,55.00%,82.22°F,8/2/2023 1:32
1206,Team 3,UC San Diego,0,55.00%,82.22°F,8/2/2023 1:32
1207,Team 3,UC San Diego,1,56.00%,82.22°F,8/2/2023 1:32
1208,Team 3,UC San Diego,1,56.00%,82.22°F,8/2/2023 1:32
1209,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:32
1210,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:32
1211,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:32
1212,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:32
1213,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:32
1214,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:32
1215,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:33
1216,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:33
1217,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:33
1218,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:33
1219,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:33
1220,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:33
1221,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:33
1222,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:33
1223,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:33
1224,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:33
1225,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:33
1226,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:33
1227,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:34
1228,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:34
1229,Team 3,UC San Diego,1,56.00%,81.86°F,8/2/2023 1:34
1230,Team 3,UC San Diego,0,56.00%,81.86°F,8/2/2023 1:34
1231,Team 3,UC San Diego,0,56.00%,81.86°F,8/2/2023 1:34
1232,Team 3,UC San Diego,1,56.00%,81.86°F,8/2/2023 1:34
1233,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:34
1234,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:34
1235,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:34
1236,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:34
1237,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:34
1238,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:34
1239,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:34
1240,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:35
1241,Team 3,UC San Diego,0,56.00%,81.86°F,8/2/2023 1:35
1242,Team 3,UC San Diego,1,56.00%,81.86°F,8/2/2023 1:35
1243,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:35
1244,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:35
1245,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:35
1246,Team 3,UC San Diego,0,56.00%,81.86°F,8/2/2023 1:36
1247,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:36
1248,Team 3,UC San Diego,0,56.00%,81.86°F,8/2/2023 1:36
1249,Team 3,UC San Diego,0,56.00%,81.86°F,8/2/2023 1:36
1250,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:36
1251,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:36
1252,Team 3,UC San Diego,0,56.00%,81.86°F,8/2/2023 1:37
1253,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:38
1254,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:39
1255,Team 3,UC San Diego,1,56.00%,82.22°F,8/2/2023 1:39
1256,Team 3,UC San Diego,1,56.00%,82.40°F,8/2/2023 1:39
1257,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:41
1258,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:41
1259,Team 3,UC San Diego,1,56.00%,82.40°F,8/2/2023 1:42
1260,Team 3,UC San Diego,1,56.00%,82.40°F,8/2/2023 1:42
1261,Team 3,UC San Diego,1,56.00%,82.40°F,8/2/2023 1:42
1262,Team 3,UC San Diego,0,56.00%,82.58°F,8/2/2023 1:42
1263,Team 3,UC San Diego,1,56.00%,82.58°F,8/2/2023 1:43
1264,Team 3,UC San Diego,0,56.00%,82.58°F,8/2/2023 1:43
1265,Team 3,UC San Diego,0,56.00%,82.58°F,8/2/2023 1:43
1266,Team 3,UC San Diego,0,56.00%,82.58°F,8/2/2023 1:43
1267,Team 3,UC San Diego,0,56.00%,82.58°F,8/2/2023 1:43
1268,Team 3,UC San Diego,1,56.00%,82.58°F,8/2/2023 1:43
1269,Team 3,UC San Diego,0,56.00%,82.58°F,8/2/2023 1:43
1270,Team 3,UC San Diego,0,56.00%,82.58°F,8/2/2023 1:43
1271,Team 3,UC San Diego,0,56.00%,82.58°F,8/2/2023 1:43
1272,Team 3,UC San Diego,0,56.00%,82.58°F,8/2/2023 1:43
1273,Team 3,UC San Diego,0,56.00%,82.58°F,8/2/2023 1:43
1274,Team 3,UC San Diego,0,56.00%,82.58°F,8/2/2023 1:43
1275,Team 3,UC San Diego,0,56.00%,82.58°F,8/2/2023 1:44
1276,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:44
1277,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:44
1278,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:44
1279,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:44
1280,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:44
1281,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:44
1282,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:44
1283,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:44
1284,Team 3,UC San Diego,1,56.00%,82.40°F,8/2/2023 1:44
1285,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:44
1286,Team 3,UC San Diego,1,55.00%,82.40°F,8/2/2023 1:44
1287,Team 3,UC San Diego,0,55.00%,82.40°F,8/2/2023 1:44
1288,Team 3,UC San Diego,1,56.00%,82.40°F,8/2/2023 1:45
1289,Team 3,UC San Diego,1,56.00%,82.40°F,8/2/2023 1:45
1290,Team 3,UC San Diego,1,56.00%,82.40°F,8/2/2023 1:45
1291,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:45
1292,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:45
1293,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:45
1294,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:45
1295,Team 3,UC San Diego,1,56.00%,82.40°F,8/2/2023 1:45
1296,Team 3,UC San Diego,1,56.00%,82.40°F,8/2/2023 1:45
1297,Team 3,UC San Diego,1,56.00%,82.40°F,8/2/2023 1:45
1298,Team 3,UC San Diego,1,56.00%,82.40°F,8/2/2023 1:45
1299,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:45
1300,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:45
1301,Team 3,UC San Diego,0,56.00%,82.40°F,8/2/2023 1:46
1302,Team 3,UC San Diego,1,56.00%,82.40°F,8/2/2023 1:46
1303,Team 3,UC San Diego,1,56.00%,82.22°F,8/2/2023 1:46
1304,Team 3,UC San Diego,0,56.00%,82.22°F,8/2/2023 1:46
1305,Team 3,UC San Diego,0,56.00%,82.22°F,8/2/2023 1:46
1306,Team 3,UC San Diego,0,56.00%,82.22°F,8/2/2023 1:46
1307,Team 3,UC San Diego,1,56.00%,82.22°F,8/2/2023 1:46
1308,Team 3,UC San Diego,1,56.00%,82.22°F,8/2/2023 1:46
1309,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:46
1310,Team 3,UC San Diego,1,58.00%,81.86°F,8/2/2023 1:49
1311,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:50
1312,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:50
1313,Team 3,UC San Diego,1,57.00%,82.04°F,8/2/2023 1:50
1314,Team 3,UC San Diego,1,57.00%,82.04°F,8/2/2023 1:50
1315,Team 3,UC San Diego,0,57.00%,82.04°F,8/2/2023 1:50
1316,Team 3,UC San Diego,0,57.00%,82.04°F,8/2/2023 1:51
1317,Team 3,UC San Diego,1,57.00%,82.04°F,8/2/2023 1:51
1318,Team 3,UC San Diego,0,57.00%,82.04°F,8/2/2023 1:51
1319,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:51
1320,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:51
1321,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:51
1322,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:51
1323,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:51
1324,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:51
1325,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:51
1326,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:51
1327,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:51
1328,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:52
1329,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:52
1330,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:52
1331,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:52
1332,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:52
1333,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:52
1334,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:52
1335,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:52
1336,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:52
1337,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:52
1338,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:52
1339,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:52
1340,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:53
1341,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:53
1342,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:53
1343,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:53
1344,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:53
1345,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:53
1346,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 1:53
1347,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:53
1348,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:53
1349,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:53
1350,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:53
1351,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:53
1352,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:54
1353,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:54
1354,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:54
1355,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:54
1356,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:54
1357,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:54
1358,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 1:54
1359,Team 3,UC San Diego,0,56.00%,82.22°F,8/2/2023 1:54
1360,Team 3,UC San Diego,1,56.00%,82.22°F,8/2/2023 1:54
1361,Team 3,UC San Diego,0,56.00%,82.22°F,8/2/2023 1:56
1362,Team 3,UC San Diego,1,56.00%,82.22°F,8/2/2023 1:58
1363,Team 3,UC San Diego,1,56.00%,82.22°F,8/2/2023 1:58
1364,Team 3,UC San Diego,0,56.00%,82.22°F,8/2/2023 1:59
1365,Team 3,UC San Diego,0,56.00%,82.22°F,8/2/2023 2:00
1366,Team 3,UC San Diego,0,56.00%,82.22°F,8/2/2023 2:00
1367,Team 3,UC San Diego,0,56.00%,82.22°F,8/2/2023 2:00
1368,Team 3,UC San Diego,0,56.00%,82.22°F,8/2/2023 2:00
1369,Team 3,UC San Diego,0,56.00%,82.22°F,8/2/2023 2:00
1370,Team 3,UC San Diego,1,56.00%,82.04°F,8/2/2023 2:01
1371,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 2:02
1372,Team 3,UC San Diego,0,56.00%,82.04°F,8/2/2023 2:02
1373,Team 3,UC San Diego,1,56.00%,81.86°F,8/2/2023 2:02
1374,Team 3,UC San Diego,1,56.00%,81.86°F,8/2/2023 2:02
1375,Team 3,UC San Diego,1,56.00%,81.68°F,8/2/2023 2:02
1376,Team 3,UC San Diego,1,56.00%,81.68°F,8/2/2023 2:02
1377,Team 3,UC San Diego,1,56.00%,81.68°F,8/2/2023 2:02
1378,Team 3,UC San Diego,0,56.00%,81.68°F,8/2/2023 2:02
1379,Team 3,UC San Diego,0,56.00%,81.68°F,8/2/2023 2:02
1380,Team 3,UC San Diego,0,57.00%,81.68°F,8/2/2023 2:02
1381,Team 3,UC San Diego,0,57.00%,81.68°F,8/2/2023 2:02
1382,Team 3,UC San Diego,1,57.00%,81.68°F,8/2/2023 2:02
1383,Team 3,UC San Diego,1,57.00%,81.68°F,8/2/2023 2:03
1384,Team 3,UC San Diego,0,57.00%,81.68°F,8/2/2023 2:03
